content,sentiment,sentiment_score,like_count,sub_comment_count,content_len,create_time,topics,segments
找一个搭子一起自律真的很重要，互相监督比一个人坚持容易太多了,positive,3.2,20.0,0.0,30,1783195581783.0,"自律与习惯,教练方法与关系",
道理都懂就是做不到，说的就是我本人了,neutral,0.0,1.0,2.0,18,1785309442162.0,,
每天进步一点点，三个月回头看真的被自己惊讶到,neutral,1.3,0.0,1.0,22,1781581565995.0,"自律与习惯,自我接纳与成长",积极成长型
好的教练真的像一面镜子，让你看清自己看不到的盲区,positive,1.6,3.0,0.0,24,1779782800104.0,教练方法与关系,教练学习者
目标定了很多次都半途而废，现在学会了把大目标拆成小步骤 说的太对了,positive,1.6,5.0,0.0,33,1778382009054.0,"目标与计划,拖延与行动障碍","拖延挣扎型,方向迷茫型"
如果有一个AI教练每天在微信里提醒我打卡，我愿意付费,neutral,1.0,3.0,1.0,26,1784574628912.0,"教练方法与关系,自律与习惯,价值与价格","习惯崩盘型,教练学习者"
抑郁情绪来的时候什么都不想做，这个时候不逼自己才是对的,neutral,-1.0,100.0,1.0,27,1780266581086.0,情绪与内耗,情绪内耗型
道理都懂就是做不到，说的就是我本人了,neutral,0.0,20.0,3.0,18,1781364775473.0,,
自律不是靠意志力，是靠环境和习惯，把目标融入日常,positive,3.0,1.0,0.0,24,1781265776148.0,"自律与习惯,目标与计划","习惯崩盘型,方向迷茫型"
从年目标倒推到日计划，这个方法帮我实现了年度flag,positive,2.0,3.0,0.0,26,1781243680729.0,"目标与计划,效率与工具","方向迷茫型,教练学习者"
教练不是在给你答案，而是在帮你问对的问题,neutral,0.0,3.0,1.0,20,1778068059135.0,教练方法与关系,教练学习者
接纳自己的不完美才是治愈的开始 加油,positive,2.0,10.0,1.0,18,1782807232185.0,"自我接纳与成长,拖延与行动障碍",
有没有性价比高的教练推荐，想要被监督又不想花太多钱,neutral,1.0,3.0,1.0,25,1783762257955.0,"价值与价格,教练方法与关系",教练学习者
允许自己停下来也是一种能力，我花了很久才学会,neutral,1.3,3.0,1.0,22,1778921187584.0,自我接纳与成长,
教练课程太贵了，一个月几千块真的负担不起 同感,neutral,0.0,0.0,2.0,23,1785260260545.0,"教练方法与关系,价值与价格",教练学习者
拖延症晚期患者求拯救，明明知道该做什么就是不想动,neutral,-1.0,1.0,0.0,24,1778826230338.0,拖延与行动障碍,拖延挣扎型
拖延的背后是恐惧，害怕失败所以迟迟不开始,negative,-4.0,0.0,0.0,20,1777751966125.0,"拖延与行动障碍,情绪与内耗",拖延挣扎型
成长就是接纳自己的普通然后依然努力,positive,2.0,5.0,0.0,17,1779188333267.0,自我接纳与成长,积极成长型
每天被焦虑裹挟，明明很努力还是觉得不够好,neutral,0.0,0.0,1.0,20,1782127963346.0,"自律与习惯,情绪与内耗",情绪内耗型
做计划的时候激情满满，执行的时候各种理由推脱，我太难了 加油,neutral,0.0,1.0,0.0,30,1777852716269.0,目标与计划,
遇到了一个很好的教练，她总是不评判我，只是耐心地听我说然后问我问题,positive,1.6,3.0,1.0,33,1783543066744.0,教练方法与关系,教练学习者
拖延不是懒，是完美主义在作祟，怕做不好所以不开始 共勉,negative,-2.0,3.0,0.0,27,1782321152961.0,拖延与行动障碍,拖延挣扎型
焦虑到失眠，感觉所有人都在前进只有我停在原地 加油,neutral,-1.0,3.0,1.0,25,1778534242093.0,情绪与内耗,情绪内耗型
拖延不是懒，是完美主义在作祟，怕做不好所以不开始,negative,-2.0,1.0,0.0,24,1784832185926.0,拖延与行动障碍,拖延挣扎型
有没有性价比高的教练推荐，想要被监督又不想花太多钱,neutral,1.0,0.0,2.0,25,1782114446657.0,"价值与价格,教练方法与关系",教练学习者
拖延的背后是恐惧，害怕失败所以迟迟不开始 共勉,negative,-4.0,3.0,0.0,23,1779955231581.0,"拖延与行动障碍,情绪与内耗",拖延挣扎型
有没有人一起打卡互相监督，一个人真的坚持不下去,positive,2.6,0.0,2.0,23,1785012172976.0,"自律与习惯,教练方法与关系",习惯崩盘型
如果有一个AI教练每天在微信里提醒我打卡，我愿意付费,neutral,1.0,0.0,2.0,26,1782401903759.0,"教练方法与关系,自律与习惯,价值与价格","习惯崩盘型,教练学习者"
有没有性价比高的教练推荐，想要被监督又不想花太多钱,neutral,1.0,3.0,0.0,25,1784753212939.0,"价值与价格,教练方法与关系",教练学习者
拖延的背后是恐惧，害怕失败所以迟迟不开始,negative,-4.0,1.0,2.0,20,1778758669879.0,"拖延与行动障碍,情绪与内耗",拖延挣扎型
AI教练真的能替代真人教练吗？感觉少了那种被理解的感觉,neutral,1.3,0.0,3.0,27,1778062684623.0,教练方法与关系,教练学习者
每天三个最重要的事，做完就收工，这个方法让我不再焦虑,neutral,-1.0,0.0,2.0,26,1781755647781.0,"自律与习惯,效率与工具,情绪与内耗","情绪内耗型,教练学习者"
做计划的时候激情满满，执行的时候各种理由推脱，我太难了,neutral,0.0,0.0,0.0,27,1780146072859.0,目标与计划,
做计划的时候激情满满，执行的时候各种理由推脱，我太难了,neutral,0.0,1.0,1.0,27,1784306928205.0,目标与计划,
人生没有白走的路，每一步都算数,neutral,0.0,3.0,5.0,15,1780262076833.0,,
坚持早起30天了，感觉整个人都不一样了，自律真的能改变人生,positive,5.2,5.0,0.0,29,1779684445630.0,"自律与习惯,自我接纳与成长",积极成长型
一个好的coach真的能改变你的人生轨迹，感恩,positive,3.2,1.0,3.0,23,1783880647316.0,"教练方法与关系,自我接纳与成长","积极成长型,教练学习者"
每天在群里打卡坚持了200天，从一个重度拖延症变成了行动派。不是因为我意志力变强了，而是因为我有了 accountability partner。,positive,2.0,3101.0,5.0,73,1784729872292.0,"自律与习惯,拖延与行动障碍","拖延挣扎型,习惯崩盘型"
好的教练真的像一面镜子，让你看清自己看不到的盲区,positive,1.6,5.0,0.0,24,1784739102778.0,教练方法与关系,教练学习者
教练课程太贵了，一个月几千块真的负担不起 同感,neutral,0.0,5.0,5.0,23,1783399057454.0,"教练方法与关系,价值与价格",教练学习者
成长就是接纳自己的普通然后依然努力 共勉,positive,2.0,50.0,2.0,20,1777757605727.0,自我接纳与成长,积极成长型
25岁之后开始觉醒，原来爱自己才是所有改变的基础,positive,3.0,1.0,5.0,24,1781636218223.0,"拖延与行动障碍,自我接纳与成长",积极成长型
好的教练真的像一面镜子，让你看清自己看不到的盲区,positive,1.6,1.0,3.0,24,1780944980463.0,教练方法与关系,教练学习者
允许自己做自己，允许别人做别人,positive,2.0,10.0,1.0,15,1781910699364.0,自我接纳与成长,
AI教练真的能替代真人教练吗？感觉少了那种被理解的感觉,neutral,1.3,0.0,1.0,27,1783926474404.0,教练方法与关系,教练学习者
目标定了很多次都半途而废，现在学会了把大目标拆成小步骤,neutral,1.3,0.0,0.0,27,1783084684568.0,"目标与计划,拖延与行动障碍","拖延挣扎型,方向迷茫型"
找教练有用吗？价格不便宜但确实帮我突破了瓶颈,neutral,0.0,0.0,0.0,22,1781309732676.0,"教练方法与关系,价值与价格,自我接纳与成长","积极成长型,教练学习者"
成长就是接纳自己的普通然后依然努力,positive,2.0,5.0,3.0,17,1779235714711.0,自我接纳与成长,积极成长型
SMART原则真的有用，目标要具体可衡量才有执行力,positive,2.6,0.0,0.0,25,1779040383418.0,"目标与计划,效率与工具,拖延与行动障碍",方向迷茫型
一个好的coach真的能改变你的人生轨迹，感恩,positive,3.2,100.0,3.0,23,1783096603625.0,"教练方法与关系,自我接纳与成长","积极成长型,教练学习者"
允许自己停下来也是一种能力，我花了很久才学会,neutral,1.3,20.0,0.0,22,1781400167356.0,自我接纳与成长,
人生没有白走的路，每一步都算数,neutral,0.0,1.0,5.0,15,1784912285913.0,,
做计划的时候激情满满，执行的时候各种理由推脱，我太难了,neutral,0.0,0.0,0.0,27,1778565215814.0,目标与计划,
拖延症晚期患者求拯救，明明知道该做什么就是不想动,neutral,-1.0,5.0,2.0,24,1782517427473.0,拖延与行动障碍,拖延挣扎型
每天进步一点点，三个月回头看真的被自己惊讶到,neutral,1.3,3.0,10.0,22,1779700357885.0,"自律与习惯,自我接纳与成长",积极成长型
成长就是接纳自己的普通然后依然努力,positive,2.0,1.0,1.0,17,1777758343797.0,自我接纳与成长,积极成长型
每天被焦虑裹挟，明明很努力还是觉得不够好,neutral,0.0,20.0,0.0,20,1783990002967.0,"自律与习惯,情绪与内耗",情绪内耗型
AI教练真的能替代真人教练吗？感觉少了那种被理解的感觉,neutral,1.3,0.0,0.0,27,1782344026295.0,教练方法与关系,教练学习者
每天三个最重要的事，做完就收工，这个方法让我不再焦虑,neutral,-1.0,5000.0,1.0,26,1783329310987.0,"自律与习惯,效率与工具,情绪与内耗","情绪内耗型,教练学习者"
焦虑到失眠，感觉所有人都在前进只有我停在原地,neutral,-1.0,0.0,3.0,22,1784687356962.0,情绪与内耗,情绪内耗型
允许自己做自己，允许别人做别人 说的太对了,positive,2.6,0.0,0.0,21,1782116952435.0,自我接纳与成长,
花了钱才更珍惜，免费的课程根本不会听完,neutral,0.0,0.0,1.0,19,1779758023132.0,价值与价格,
焦虑到失眠，感觉所有人都在前进只有我停在原地,neutral,-1.0,3.0,0.0,22,1780284381116.0,情绪与内耗,情绪内耗型
免费的东西往往最贵，好的服务值得付费 收藏了,positive,2.6,3.0,0.0,22,1779679045509.0,价值与价格,
目标定了很多次都半途而废，现在学会了把大目标拆成小步骤,neutral,1.3,1.0,1.0,27,1782927105291.0,"目标与计划,拖延与行动障碍","拖延挣扎型,方向迷茫型"
允许自己停下来也是一种能力，我花了很久才学会 说的太对了,positive,1.6,0.0,1.0,28,1778062593759.0,自我接纳与成长,
最近最大的成长是学会了对自己说没关系，慢慢来,neutral,1.0,3.0,0.0,22,1778395524147.0,自我接纳与成长,积极成长型
有没有性价比高的教练推荐，想要被监督又不想花太多钱,neutral,1.0,0.0,1.0,25,1783466098642.0,"价值与价格,教练方法与关系",教练学习者
自律打卡第100天，从一个摆烂的人变成现在的自己，感谢那个没放弃的我 收藏了,neutral,1.0,0.0,1.0,38,1784880360448.0,自律与习惯,习惯崩盘型
不会做计划怎么办，每次计划都做得太满然后完不成更挫败,neutral,0.0,0.0,1.0,26,1778221084043.0,目标与计划,
一个好的coach真的能改变你的人生轨迹，感恩,positive,3.2,3.0,0.0,23,1777720667853.0,"教练方法与关系,自我接纳与成长","积极成长型,教练学习者"
有没有好用的目标管理工具推荐，想要一个能每天提醒我的,positive,2.0,50.0,0.0,26,1778478531689.0,"目标与计划,效率与工具,自律与习惯",方向迷茫型
允许自己做自己，允许别人做别人,positive,2.0,20.0,0.0,15,1781970553950.0,自我接纳与成长,
有没有人一起打卡互相监督，一个人真的坚持不下去,positive,2.6,0.0,5.0,23,1780140160901.0,"自律与习惯,教练方法与关系",习惯崩盘型
教练和心理咨询师的区别是什么？感觉教练更注重行动和未来,neutral,1.0,0.0,0.0,27,1781382282013.0,"教练方法与关系,拖延与行动障碍",教练学习者
自律不是靠意志力，是靠环境和习惯，把目标融入日常,positive,3.0,0.0,5.0,24,1781564723849.0,"自律与习惯,目标与计划","习惯崩盘型,方向迷茫型"
有没有性价比高的教练推荐，想要被监督又不想花太多钱,neutral,1.0,20.0,0.0,25,1778404294493.0,"价值与价格,教练方法与关系",教练学习者
25岁之后开始觉醒，原来爱自己才是所有改变的基础,positive,3.0,10.0,1.0,24,1784802305077.0,"拖延与行动障碍,自我接纳与成长",积极成长型
允许自己停下来也是一种能力，我花了很久才学会,neutral,1.3,0.0,1.0,22,1780909275585.0,自我接纳与成长,
道理都懂就是做不到，说的就是我本人了,neutral,0.0,1.0,10.0,18,1779926034222.0,,
25岁之后开始觉醒，原来爱自己才是所有改变的基础,positive,3.0,10.0,1.0,24,1783962947522.0,"拖延与行动障碍,自我接纳与成长",积极成长型
不会做计划怎么办，每次计划都做得太满然后完不成更挫败,neutral,0.0,0.0,2.0,26,1784530856687.0,目标与计划,
拖延的背后是恐惧，害怕失败所以迟迟不开始,negative,-4.0,500.0,1.0,20,1781840290609.0,"拖延与行动障碍,情绪与内耗",拖延挣扎型
有没有好用的目标管理工具推荐，想要一个能每天提醒我的,positive,2.0,0.0,3.0,26,1784130250010.0,"目标与计划,效率与工具,自律与习惯",方向迷茫型
花了钱才更珍惜，免费的课程根本不会听完,neutral,0.0,0.0,0.0,19,1779510289713.0,价值与价格,
教练不是在给你答案，而是在帮你问对的问题 同感,neutral,0.0,1.0,0.0,23,1784447955628.0,教练方法与关系,教练学习者
遇到了一个很好的教练，她总是不评判我，只是耐心地听我说然后问我问题,positive,1.6,1.0,0.0,33,1784123035926.0,教练方法与关系,教练学习者
每天进步一点点，三个月回头看真的被自己惊讶到 同感,neutral,1.3,1.0,0.0,25,1785177326928.0,"自律与习惯,自我接纳与成长",积极成长型
自律打卡第100天，从一个摆烂的人变成现在的自己，感谢那个没放弃的我 收藏了,neutral,1.0,1.0,1.0,38,1779606766762.0,自律与习惯,习惯崩盘型
免费的东西往往最贵，好的服务值得付费 收藏了,positive,2.6,1.0,1.0,22,1780825272398.0,价值与价格,
目标定了很多次都半途而废，现在学会了把大目标拆成小步骤,neutral,1.3,1.0,0.0,27,1784812748329.0,"目标与计划,拖延与行动障碍","拖延挣扎型,方向迷茫型"
不会做计划怎么办，每次计划都做得太满然后完不成更挫败,neutral,0.0,3.0,0.0,26,1780898969286.0,目标与计划,
找一个搭子一起自律真的很重要，互相监督比一个人坚持容易太多了 收藏了,positive,3.2,0.0,0.0,34,1777713292888.0,"自律与习惯,教练方法与关系",
SMART原则真的有用，目标要具体可衡量才有执行力,positive,2.6,100.0,2.0,25,1778693505975.0,"目标与计划,效率与工具,拖延与行动障碍",方向迷茫型
拖延症晚期患者求拯救，明明知道该做什么就是不想动 共勉,neutral,-1.0,10.0,1.0,27,1783702790174.0,拖延与行动障碍,拖延挣扎型
坚持早起30天了，感觉整个人都不一样了，自律真的能改变人生 说的太对了,positive,6.4,0.0,0.0,35,1777578556669.0,"自律与习惯,自我接纳与成长",积极成长型
允许自己停下来也是一种能力，我花了很久才学会,neutral,1.3,1.0,2.0,22,1780096629153.0,自我接纳与成长,
目标定了很多次都半途而废，现在学会了把大目标拆成小步骤,neutral,1.3,50.0,1.0,27,1783099449433.0,"目标与计划,拖延与行动障碍","拖延挣扎型,方向迷茫型"
教练课程太贵了，一个月几千块真的负担不起,neutral,0.0,1.0,1.0,20,1783771748572.0,"教练方法与关系,价值与价格",教练学习者
目标定了很多次都半途而废，现在学会了把大目标拆成小步骤,neutral,1.3,10.0,3.0,27,1779718178067.0,"目标与计划,拖延与行动障碍","拖延挣扎型,方向迷茫型"
一个好的教练就像一面镜子，不评判不指责，只是温柔地让你看见自己。遇见她之后我才真正开始改变。,positive,5.2,3104.0,10.0,46,1781816241755.0,"教练方法与关系,自我接纳与成长,拖延与行动障碍","积极成长型,教练学习者"
做计划的时候激情满满，执行的时候各种理由推脱，我太难了 收藏了,neutral,0.0,10.0,3.0,31,1782916325155.0,目标与计划,
自律打卡第100天，从一个摆烂的人变成现在的自己，感谢那个没放弃的我,neutral,1.0,0.0,2.0,34,1779466826946.0,自律与习惯,习惯崩盘型
找教练有用吗？价格不便宜但确实帮我突破了瓶颈,neutral,0.0,50.0,3.0,22,1784570162963.0,"教练方法与关系,价值与价格,自我接纳与成长","积极成长型,教练学习者"
焦虑到失眠，感觉所有人都在前进只有我停在原地,neutral,-1.0,1.0,1.0,22,1777892642041.0,情绪与内耗,情绪内耗型
焦虑到失眠，感觉所有人都在前进只有我停在原地,neutral,-1.0,10.0,0.0,22,1781565308729.0,情绪与内耗,情绪内耗型
人生没有白走的路，每一步都算数,neutral,0.0,1.0,2.0,15,1784953295204.0,,
免费的东西往往最贵，好的服务值得付费 同感,positive,2.6,5.0,0.0,21,1778575806674.0,价值与价格,
内耗的本质是自我攻击，学会对自己温柔一点,neutral,0.0,3.0,0.0,20,1783827489289.0,情绪与内耗,情绪内耗型
抑郁情绪来的时候什么都不想做，这个时候不逼自己才是对的 同感,neutral,-1.0,3.0,5.0,30,1777850445607.0,情绪与内耗,情绪内耗型
不会做计划怎么办，每次计划都做得太满然后完不成更挫败 加油,neutral,0.0,0.0,1.0,29,1784446232475.0,目标与计划,
人生没有白走的路，每一步都算数,neutral,0.0,5.0,0.0,15,1781387770471.0,,
25岁之后开始觉醒，原来爱自己才是所有改变的基础,positive,3.0,0.0,0.0,24,1778296193656.0,"拖延与行动障碍,自我接纳与成长",积极成长型
25岁之后开始觉醒，原来爱自己才是所有改变的基础,positive,3.0,1.0,0.0,24,1779740131969.0,"拖延与行动障碍,自我接纳与成长",积极成长型
每天在群里打卡坚持了200天，从一个重度拖延症变成了行动派。不是因为我意志力变强了，而是因为我有了 accountability partner。,positive,2.0,2436.0,20.0,73,1783125619836.0,"自律与习惯,拖延与行动障碍","拖延挣扎型,习惯崩盘型"
拖延的背后是恐惧，害怕失败所以迟迟不开始,negative,-4.0,10.0,0.0,20,1785276820703.0,"拖延与行动障碍,情绪与内耗",拖延挣扎型
免费的东西往往最贵，好的服务值得付费,positive,2.6,0.0,2.0,18,1781748080681.0,价值与价格,
拖延症晚期患者求拯救，明明知道该做什么就是不想动,neutral,-1.0,0.0,0.0,24,1778753266178.0,拖延与行动障碍,拖延挣扎型
允许自己停下来也是一种能力，我花了很久才学会,neutral,1.3,0.0,1.0,22,1784532104811.0,自我接纳与成长,
做计划的时候激情满满，执行的时候各种理由推脱，我太难了,neutral,0.0,100.0,1.0,27,1781002627936.0,目标与计划,
目标定了很多次都半途而废，现在学会了把大目标拆成小步骤,neutral,1.3,10.0,0.0,27,1777586229110.0,"目标与计划,拖延与行动障碍","拖延挣扎型,方向迷茫型"
自律不是靠意志力，是靠环境和习惯，把目标融入日常,positive,3.0,3.0,0.0,24,1780810803071.0,"自律与习惯,目标与计划","习惯崩盘型,方向迷茫型"
有没有好用的目标管理工具推荐，想要一个能每天提醒我的 同感,positive,2.0,10.0,0.0,29,1782932928172.0,"目标与计划,效率与工具,自律与习惯",方向迷茫型
拖延的背后是恐惧，害怕失败所以迟迟不开始 加油,negative,-4.0,1.0,0.0,23,1782041824297.0,"拖延与行动障碍,情绪与内耗",拖延挣扎型
人的改变真的是从接纳开始的，越抗拒越痛苦 说的太对了,positive,3.2,1.0,0.0,26,1783862444836.0,"自我接纳与成长,拖延与行动障碍",积极成长型
花了钱才更珍惜，免费的课程根本不会听完,neutral,0.0,0.0,0.0,19,1784914715081.0,价值与价格,
允许自己停下来也是一种能力，我花了很久才学会 收藏了,neutral,1.3,0.0,2.0,26,1781675570552.0,自我接纳与成长,
焦虑到失眠，感觉所有人都在前进只有我停在原地,neutral,-1.0,0.0,1.0,22,1778331957578.0,情绪与内耗,情绪内耗型
允许自己停下来也是一种能力，我花了很久才学会 收藏了,neutral,1.3,50.0,3.0,26,1783988530153.0,自我接纳与成长,
有没有性价比高的教练推荐，想要被监督又不想花太多钱 同感,neutral,1.0,20.0,2.0,28,1784702319526.0,"价值与价格,教练方法与关系",教练学习者
目标定了很多次都半途而废，现在学会了把大目标拆成小步骤,neutral,1.3,0.0,10.0,27,1784242724449.0,"目标与计划,拖延与行动障碍","拖延挣扎型,方向迷茫型"
内耗的本质是自我攻击，学会对自己温柔一点 说的太对了,neutral,0.0,3.0,1.0,26,1783172512812.0,情绪与内耗,情绪内耗型
人生没有白走的路，每一步都算数,neutral,0.0,1.0,0.0,15,1782734003135.0,,
目标定了很多次都半途而废，现在学会了把大目标拆成小步骤,neutral,1.3,0.0,2.0,27,1783499622247.0,"目标与计划,拖延与行动障碍","拖延挣扎型,方向迷茫型"
成长就是接纳自己的普通然后依然努力,positive,2.0,0.0,0.0,17,1781641872220.0,自我接纳与成长,积极成长型
计划不用太完美，完成比完美更重要,neutral,1.3,1.0,1.0,16,1779784372772.0,目标与计划,
花了钱才更珍惜，免费的课程根本不会听完,neutral,0.0,1.0,3.0,19,1783458732457.0,价值与价格,
成长就是接纳自己的普通然后依然努力,positive,2.0,0.0,1.0,17,1780973400919.0,自我接纳与成长,积极成长型
计划不用太完美，完成比完美更重要,neutral,1.3,0.0,0.0,16,1783313535527.0,目标与计划,
接纳自己的不完美才是治愈的开始 同感,positive,2.0,0.0,0.0,18,1779561865900.0,"自我接纳与成长,拖延与行动障碍",
每天三个最重要的事，做完就收工，这个方法让我不再焦虑,neutral,-1.0,1.0,1.0,26,1780783124980.0,"自律与习惯,效率与工具,情绪与内耗","情绪内耗型,教练学习者"
拖延不是懒，是完美主义在作祟，怕做不好所以不开始,negative,-2.0,0.0,0.0,24,1784935812825.0,拖延与行动障碍,拖延挣扎型
不要等到准备好了再开始，先做了再说，路是走出来的,neutral,1.3,1.0,0.0,24,1779591171088.0,拖延与行动障碍,
做计划的时候激情满满，执行的时候各种理由推脱，我太难了,neutral,0.0,1.0,0.0,27,1785087122109.0,目标与计划,
免费的东西往往最贵，好的服务值得付费,positive,2.6,1.0,1.0,18,1779649806082.0,价值与价格,
每天被焦虑裹挟，明明很努力还是觉得不够好 说的太对了,neutral,0.0,1.0,0.0,26,1779066045506.0,"自律与习惯,情绪与内耗",情绪内耗型
遇到了一个很好的教练，她总是不评判我，只是耐心地听我说然后问我问题,positive,1.6,1.0,1.0,33,1777613386340.0,教练方法与关系,教练学习者
如果有一个AI教练每天在微信里提醒我打卡，我愿意付费 说的太对了,neutral,1.3,0.0,0.0,32,1780262212298.0,"教练方法与关系,自律与习惯,价值与价格","习惯崩盘型,教练学习者"
精神内耗太严重了，一天下来什么都没做却累得要死,neutral,-1.3,0.0,0.0,23,1780862821786.0,情绪与内耗,情绪内耗型
成长就是接纳自己的普通然后依然努力,positive,2.0,1000.0,2.0,17,1779135946545.0,自我接纳与成长,积极成长型
不会做计划怎么办，每次计划都做得太满然后完不成更挫败,neutral,0.0,1.0,0.0,26,1784440387561.0,目标与计划,
坚持早起30天了，感觉整个人都不一样了，自律真的能改变人生,positive,5.2,3.0,10.0,29,1784174624580.0,"自律与习惯,自我接纳与成长",积极成长型
拖延的背后是恐惧，害怕失败所以迟迟不开始,negative,-4.0,0.0,10.0,20,1782758142578.0,"拖延与行动障碍,情绪与内耗",拖延挣扎型
免费的东西往往最贵，好的服务值得付费 说的太对了,positive,3.2,5.0,2.0,24,1780249662242.0,价值与价格,
焦虑到失眠，感觉所有人都在前进只有我停在原地,neutral,-1.0,0.0,0.0,22,1783011181023.0,情绪与内耗,情绪内耗型
教练和心理咨询师的区别是什么？感觉教练更注重行动和未来 同感,neutral,1.0,1.0,0.0,30,1784741833729.0,"教练方法与关系,拖延与行动障碍",教练学习者
人生没有白走的路，每一步都算数,neutral,0.0,0.0,1.0,15,1777908525678.0,,
自律打卡第100天，从一个摆烂的人变成现在的自己，感谢那个没放弃的我,neutral,1.0,0.0,5.0,34,1777972815804.0,自律与习惯,习惯崩盘型
目标定了很多次都半途而废，现在学会了把大目标拆成小步骤,neutral,1.3,1.0,2.0,27,1779752419925.0,"目标与计划,拖延与行动障碍","拖延挣扎型,方向迷茫型"
SMART原则真的有用，目标要具体可衡量才有执行力,positive,2.6,0.0,3.0,25,1778698298660.0,"目标与计划,效率与工具,拖延与行动障碍",方向迷茫型
有没有好用的目标管理工具推荐，想要一个能每天提醒我的,positive,2.0,0.0,2.0,26,1784547820117.0,"目标与计划,效率与工具,自律与习惯",方向迷茫型
道理都懂就是做不到，说的就是我本人了,neutral,0.0,50.0,0.0,18,1780256760308.0,,
每天三个最重要的事，做完就收工，这个方法让我不再焦虑 同感,neutral,-1.0,3.0,1.0,29,1780052555983.0,"自律与习惯,效率与工具,情绪与内耗","情绪内耗型,教练学习者"
焦虑到失眠，感觉所有人都在前进只有我停在原地,neutral,-1.0,3.0,2.0,22,1779421979814.0,情绪与内耗,情绪内耗型
每次想做正事就开始拖延，刷手机刷到半夜然后自责，第二天又重复，怎么打破这个循环,negative,-2.0,0.0,0.0,39,1784697625924.0,拖延与行动障碍,拖延挣扎型
精神内耗太严重了，一天下来什么都没做却累得要死,neutral,-1.3,20.0,1.0,23,1782666461983.0,情绪与内耗,情绪内耗型
教练课程太贵了，一个月几千块真的负担不起,neutral,0.0,0.0,3.0,20,1781544872460.0,"教练方法与关系,价值与价格",教练学习者
每次想做正事就开始拖延，刷手机刷到半夜然后自责，第二天又重复，怎么打破这个循环,negative,-2.0,5.0,1.0,39,1780764004661.0,拖延与行动障碍,拖延挣扎型
目标定了很多次都半途而废，现在学会了把大目标拆成小步骤,neutral,1.3,0.0,1.0,27,1777846775593.0,"目标与计划,拖延与行动障碍","拖延挣扎型,方向迷茫型"
遇到了一个很好的教练，她总是不评判我，只是耐心地听我说然后问我问题 共勉,positive,1.6,3.0,0.0,36,1781453765569.0,教练方法与关系,教练学习者
拖延不是懒，是完美主义在作祟，怕做不好所以不开始,negative,-2.0,50.0,1.0,24,1780208933188.0,拖延与行动障碍,拖延挣扎型
教练课程太贵了，一个月几千块真的负担不起,neutral,0.0,20.0,0.0,20,1781429438607.0,"教练方法与关系,价值与价格",教练学习者
每次想做正事就开始拖延，刷手机刷到半夜然后自责，第二天又重复，怎么打破这个循环,negative,-2.0,1.0,1.0,39,1783393268971.0,拖延与行动障碍,拖延挣扎型
抑郁情绪来的时候什么都不想做，这个时候不逼自己才是对的,neutral,-1.0,1.0,0.0,27,1781194391740.0,情绪与内耗,情绪内耗型
最近最大的成长是学会了对自己说没关系，慢慢来 同感,neutral,1.0,0.0,0.0,25,1779786211378.0,自我接纳与成长,积极成长型
有没有人一起打卡互相监督，一个人真的坚持不下去,positive,2.6,0.0,0.0,23,1783060409851.0,"自律与习惯,教练方法与关系",习惯崩盘型
拖延不是懒，是完美主义在作祟，怕做不好所以不开始,negative,-2.0,0.0,0.0,24,1777621461351.0,拖延与行动障碍,拖延挣扎型
AI教练真的能替代真人教练吗？感觉少了那种被理解的感觉,neutral,1.3,1.0,0.0,27,1778352506509.0,教练方法与关系,教练学习者
花了钱才更珍惜，免费的课程根本不会听完,neutral,0.0,1.0,2.0,19,1784526860376.0,价值与价格,
好的教练真的像一面镜子，让你看清自己看不到的盲区 加油,positive,1.6,0.0,2.0,27,1780085026086.0,教练方法与关系,教练学习者
每天进步一点点，三个月回头看真的被自己惊讶到 加油,neutral,1.3,5.0,0.0,25,1780030533974.0,"自律与习惯,自我接纳与成长",积极成长型
接纳自己的不完美才是治愈的开始,positive,2.0,5.0,5.0,15,1783901260590.0,"自我接纳与成长,拖延与行动障碍",
每天进步一点点，三个月回头看真的被自己惊讶到 加油,neutral,1.3,10.0,5.0,25,1784998017734.0,"自律与习惯,自我接纳与成长",积极成长型
从年目标倒推到日计划，这个方法帮我实现了年度flag,positive,2.0,5.0,3.0,26,1783582415266.0,"目标与计划,效率与工具","方向迷茫型,教练学习者"
每天被焦虑裹挟，明明很努力还是觉得不够好 共勉,neutral,0.0,3.0,0.0,23,1785302461622.0,"自律与习惯,情绪与内耗",情绪内耗型
拖延症晚期患者求拯救，明明知道该做什么就是不想动 收藏了,neutral,-1.0,0.0,1.0,28,1777917149089.0,拖延与行动障碍,拖延挣扎型
AI教练真的能替代真人教练吗？感觉少了那种被理解的感觉,neutral,1.3,10.0,3.0,27,1777615819678.0,教练方法与关系,教练学习者
道理都懂就是做不到，说的就是我本人了,neutral,0.0,20.0,1.0,18,1778958983073.0,,
自律不是靠意志力，是靠环境和习惯，把目标融入日常 收藏了,positive,3.0,10.0,1.0,28,1782274006752.0,"自律与习惯,目标与计划","习惯崩盘型,方向迷茫型"
每天被焦虑裹挟，明明很努力还是觉得不够好,neutral,0.0,10.0,2.0,20,1785083195945.0,"自律与习惯,情绪与内耗",情绪内耗型
允许自己做自己，允许别人做别人,positive,2.0,100.0,3.0,15,1783032731360.0,自我接纳与成长,
